Program Name	City	State	Institution Name	NRMP Code	ACGME Code
Internal Medicine	NEW ORLEANS	Louisiana	Tulane Univ SOM-LA	3073140C1	1402121147
Internal Medicine	NEW ORLEANS	Louisiana	Tulane Univ SOM-LA	3073140C0	1402121147
Internal Medicine	New Orleans	Louisiana	Tulane Univ SOM-LA	3073140C2	1402121147
Internal Medicine	New Orleans	Louisiana	Tulane Univ SOM-LA	3073140P4	1402121147
Internal Medicine/Pediatrics	NEW ORLEANS	Louisiana	Tulane Univ SOM-LA	3073700C0	7002132023
Internal Medicine	NEW ORLEANS	Louisiana	Tulane Univ SOM-LA	3073140P0	1402121147
Internal Medicine/Psychiatry	NEW ORLEANS	Louisiana	Tulane Univ SOM-LA	3073715C0	7152144010
Internal Medicine	Birmingham	Alabama	U Alabama Med Ctr-Birmingham	1007140C2	1400121022
Internal Medicine	Birmingham	Alabama	U Alabama Med Ctr-Birmingham	1007140C0	1400121022
Internal Medicine/Pediatrics	Birmingham	Alabama	U Alabama Med Ctr-Birmingham	1007700C0	7000132115
Internal Medicine	Huntsville	Alabama	U Alabama SOM-Huntsville	2947140C0	1400100893
Internal Medicine	Montogmery	Alabama	U Alabama SOM-Montgomery	1009140C0	1400121447
Internal Medicine	Montgomery	Alabama	U Alabama SOM-Montgomery	1009140P0	1400121447
Internal Medicine	Phoenix	Arizona	U Arizona COM-Phoenix	1011140C1	1400321025
Internal Medicine	Phoenix	Arizona	U Arizona COM-Phoenix	1011140C0	1400321025
Internal Medicine/Pediatrics	Phoenix	Arizona	U Arizona COM-Phoenix	1011700C0	7000314001
Internal Medicine	Phoenix	Arizona	U Arizona COM-Phoenix	1011140P0	1400321025
Internal Medicine	Phoenix	Arizona	U Arizona COM-Phoenix	1011140M0	1400321025
Internal Medicine	TUCSON	Arizona	U Arizona COM-Tucson	1015140C0	1400321029
Internal Medicine	TUCSON	Arizona	U Arizona COM-Tucson	1015140P0	1400321029
Internal Medicine	Fayetteville	Arkansas	U Arkansas COM-Fayetteville	1871140C0	1400400924
Internal Medicine	LITTLE ROCK	Arkansas	U Arkansas COM-Little Rock	1018140C0	1400421030
Internal Medicine/Pediatrics	LITTLE ROCK	Arkansas	U Arkansas COM-Little Rock	1018700C0	7000414002
Internal Medicine	Fort Walton Beach	Florida	U Central FL/HCA Healthcare GME	1587140C5	1401100012
Internal Medicine	Gainesville	Florida	U Central FL/HCA Healthcare GME	1587140C2	1401100938
Internal Medicine	Sanford	Florida	U Central FL/HCA Healthcare GME	1587140C4	1401100009
Internal Medicine	Orlando	Florida	U Central FL/HCA Healthcare GME	1587140C0	1401100909
Internal Medicine	Pensacola	Florida	U Central FL/HCA Healthcare GME	1587140C3	1401100006
Internal Medicine	Ocala	Florida	U Central FL/HCA Healthcare GME	1587140C1	1401100939
Internal Medicine	CINCINNATI	Ohio	U Cincinnati Med Ctr-OH	1548140C1	1403821334
Internal Medicine	CINCINNATI	Ohio	U Cincinnati Med Ctr-OH	1548140C0	1403821334
Internal Medicine	Cincinnati	Ohio	U Cincinnati Med Ctr-OH	1548140P2	1403821334
Internal Medicine/Pediatrics	Cincinnati	Ohio	U Cincinnati Med Ctr-OH	1548700C0	7003814082
Internal Medicine	CINCINNATI	Ohio	U Cincinnati Med Ctr-OH	1548140P0	1403821334
Internal Medicine	Aurora	Colorado	U Colorado SOM-Denver	1076140C2	1400721073
Internal Medicine	AURORA	Colorado	U Colorado SOM-Denver	1076140C1	1400721073
Internal Medicine	AURORA	Colorado	U Colorado SOM-Denver	1076140C0	1400721073
Internal Medicine/Pediatrics	Aurora	Colorado	U Colorado SOM-Denver	1076700C0	7000700001
Internal Medicine	AURORA	Colorado	U Colorado SOM-Denver	1076140P0	1400721073
Internal Medicine	AURORA	Colorado	U Colorado SOM-Denver	1076140M0	1400721073
Internal Medicine	FARMINGTON	Connecticut	U Connecticut School of Medicine	1094140C0	1400831078
Internal Medicine	FARMINGTON	Connecticut	U Connecticut School of Medicine	1094140P0	1400831078
Internal Medicine	FARMINGTON	Connecticut	U Connecticut School of Medicine	1094140M0	1400821499
Internal Medicine	JACKSONVILLE	Florida	U Florida COM-Jacksonville	1101140C0	1401121099
Internal Medicine	Jacksonville	Florida	U Florida COM-Jacksonville	1101140P1	1401121099
Internal Medicine	JACKSONVILLE	Florida	U Florida COM-Jacksonville	1101140P0	1401121099
Internal Medicine	GAINESVILLE	Florida	U Florida COM-Shands Hosp	1824140C0	1401121098
Internal Medicine	Pensacola	Florida	U Florida COM-Shands Hosp	1824140C1	1401100949
Internal Medicine	GAINESVILLE	Florida	U Florida COM-Shands Hosp	1824140P0	1401121098
Internal Medicine	CHICAGO	Illinois	U Illinois COM-Chicago	1150140C1	1401621124
Internal Medicine	Chicago	Illinois	U Illinois COM-Chicago	1150140P2	1401621124
Internal Medicine	CHICAGO	Illinois	U Illinois COM-Chicago	1150140P0	1401621124
Internal Medicine/Pediatrics	CHICAGO	Illinois	U Illinois COM-Chicago	1150700C0	7001614013
Internal Medicine	PEORIA	Illinois	U Illinois COM-Peoria OSF	1175140C0	1401631131
Internal Medicine/Pediatrics	PEORIA	Illinois	U Illinois COM-Peoria OSF	1175700C0	7001632015
Internal Medicine	Iowa City	Iowa	U Iowa Hospitals & Clinics	1203140C0	1401821138
Internal Medicine	Iowa City	Iowa	U Iowa Hospitals & Clinics	1203140P2	1401821138
Internal Medicine	Iowa City	Iowa	U Iowa Hospitals & Clinics	1203140P0	1401821138
Internal Medicine/Psychiatry	Iowa City	Iowa	U Iowa Hospitals & Clinics	1203715C0	7151844003
Internal Medicine	KANSAS CITY	Kansas	U Kansas SOM-Kansas City	1208140C0	1401921139
Internal Medicine	Kansas City	Kansas	U Kansas SOM-Kansas City	1208140C1	1401921139
Internal Medicine	KANSAS CITY	Kansas	U Kansas SOM-Kansas City	1208140P5	1401921139
Internal Medicine	kansas City	Kansas	U Kansas SOM-Kansas City	1208140P8	1401921139
Internal Medicine	KANSAS CITY	Kansas	U Kansas SOM-Kansas City	1208140P7	1401921139
Internal Medicine	KANSAS CITY	Kansas	U Kansas SOM-Kansas City	1208140P1	1401921139
Internal Medicine	KANSAS CITY	Kansas	U Kansas SOM-Kansas City	1208140P6	1401921139
Internal Medicine	KANSAS CITY	Kansas	U Kansas SOM-Kansas City	1208140P3	1401921139
Internal Medicine	KANSAS CITY	Kansas	U Kansas SOM-Kansas City	1208140P0	1401921139
Internal Medicine/Psychiatry	KANSAS CITY	Kansas	U Kansas SOM-Kansas City	1208715C0	7151944008
Internal Medicine	WICHITA	Kansas	U Kansas SOM-Wichita	3054140C0	1401921140
Internal Medicine/Pediatrics	WICHITA	Kansas	U Kansas SOM-Wichita	3054700C0	7001932124
Internal Medicine	WICHITA	Kansas	U Kansas SOM-Wichita	3054140P0	1401921140
Internal Medicine	Bowling Green	Kentucky	U Kentucky Med Ctr	1848140C1	1402000144
Internal Medicine	LEXINGTON	Kentucky	U Kentucky Med Ctr	1848140C0	1402021141
Internal Medicine/Pediatrics	LEXINGTON	Kentucky	U Kentucky Med Ctr	1848700C0	7002014019
Internal Medicine	LEXINGTON	Kentucky	U Kentucky Med Ctr	1848140P0	1402021141
Internal Medicine	LEXINGTON	Kentucky	U Kentucky Med Ctr	1848140M0	1402021141
Internal Medicine/Psychiatry	Lexington	Kentucky	U Kentucky Med Ctr	1848715C0	7152000001
Internal Medicine	LOUISVILLE	Kentucky	U Louisville SOM-KY	1217140C0	1402031142
Internal Medicine	Louisville	Kentucky	U Louisville SOM-KY	1217140P1	1402031142
Internal Medicine/Pediatrics	Louisville	Kentucky	U Louisville SOM-KY	1217700C0	7002032020
Internal Medicine	LOUISVILLE	Kentucky	U Louisville SOM-KY	1217140P0	1402031142
Internal Medicine	Largo	Maryland	U Maryland Capital Region Health	1905140C0	1402321161
Internal Medicine	Baltimore	Maryland	U Maryland Med Ctr	1252140C2	1402321160
Internal Medicine	Baltimore	Maryland	U Maryland Med Ctr	1252140C1	1402321160
Internal Medicine	BALTIMORE	Maryland	U Maryland Med Ctr	1252140C0	1402321160
Internal Medicine	Baltimore	Maryland	U Maryland Med Ctr	1252140P2	1402321160
Internal Medicine/Pediatrics	BALTIMORE	Maryland	U Maryland Med Ctr	1252700C0	7002332095
Internal Medicine	BALTIMORE	Maryland	U Maryland Med Ctr	1252140P0	1402321160
Internal Medicine	BALTIMORE	Maryland	U Maryland Med Ctr Midtown Campus	1244140C0	1402311154
Internal Medicine	Baltimore	Maryland	U Maryland Mercy Med Ctr	1245140P1	1402321160
Internal Medicine	Baltimore	Maryland	U Maryland Mercy Med Ctr	1245140P0	1402321160
Internal Medicine	Fort Lauderdale	Florida	U Miami MSOM/Holy Cross-FL	1821140C0	1401100929
Internal Medicine	Fort Lauderdale	Florida	U Miami MSOM/Holy Cross-FL	1821140P0	1401100929
Internal Medicine	MIami	Florida	U Miami/Jackson Health System-FL	1104140C1	1401121100
Internal Medicine	Miami	Florida	U Miami/Jackson Health System-FL	1104140C2	1401121100
Internal Medicine	Miami	Florida	U Miami/Jackson Health System-FL	1104140C3	1401121100
Internal Medicine	MIAMI	Florida	U Miami/Jackson Health System-FL	1104140C0	1401121100
Internal Medicine	MIami	Florida	U Miami/Jackson Health System-FL	1104140P3	1401121100
Internal Medicine	Miami	Florida	U Miami/Jackson Health System-FL	1104140P1	1401121100
Internal Medicine/Pediatrics	MIAMI	Florida	U Miami/Jackson Health System-FL	1104700C0	7001114086
Internal Medicine	MIAMI	Florida	U Miami/Jackson Health System-FL	1104140P0	1401121100
Internal Medicine	Lansing	Michigan	U Michigan Health-Sparrow	1315140C0	1402521195
Internal Medicine	Wyoming	Michigan	U Michigan Health-West	2170140C0	1402500916
Internal Medicine	Ann Arbor	Michigan	U Michigan Hosps-Ann Arbor	1293140C0	1402521187
Internal Medicine	Ann Arbor	Michigan	U Michigan Hosps-Ann Arbor	1293140C1	1402521187
Internal Medicine	Ann Arbor	Michigan	U Michigan Hosps-Ann Arbor	1293140C4	1402521187
Internal Medicine	Ann Arbor	Michigan	U Michigan Hosps-Ann Arbor	1293140C2	1402521187
Internal Medicine	Ann Arbor	Michigan	U Michigan Hosps-Ann Arbor	1293140C3	1402521187
Internal Medicine	Ann Arbor	Michigan	U Michigan Hosps-Ann Arbor	1293140P2	1402521187
Internal Medicine/Pediatrics	ANN ARBOR	Michigan	U Michigan Hosps-Ann Arbor	1293700C0	7002514025
Internal Medicine	Minneapolis	Minnesota	U Minnesota Med School	1334140C0	1402621205
Internal Medicine	Minneapolis	Minnesota	U Minnesota Med School	1334140C1	1402621205
Internal Medicine/Dermatology	MINNEAPOLIS	Minnesota	U Minnesota Med School	1334785C0	7852644008
Internal Medicine/Pediatrics	MINNEAPOLIS	Minnesota	U Minnesota Med School	1334700C0	7002614034
Internal Medicine	Minneapolis	Minnesota	U Minnesota Med School	1334140M0	1402621205
Internal Medicine	Reno	Nevada	U Nevada Reno SOM	2017140C0	1403121483
Internal Medicine	Reno	Nevada	U Nevada Reno SOM	2017140P0	1403121483
Internal Medicine	Albuquerque	New Mexico	U New Mexico SOM	1962140C0	1403421247
Internal Medicine	Albuquerque	New Mexico	U New Mexico SOM	1962140P0	1403421247
Internal Medicine	CHAPEL HILL	North Carolina	U North Carolina Hospitals	1900140C1	1403621318
Internal Medicine	CHAPEL HILL	North Carolina	U North Carolina Hospitals	1900140C0	1403621318
Internal Medicine/Pediatrics	CHAPEL HILL	North Carolina	U North Carolina Hospitals	1900700C0	7003632055
Internal Medicine	CHAPEL HILL	North Carolina	U North Carolina Hospitals	1900140P0	1403621318
Internal Medicine	FARGO	North Dakota	U North Dakota SOM	1539140C0	1403721326
Internal Medicine	OKLAHOMA CITY	Oklahoma	U Oklahoma COM-OK City	1588140C0	1403921351
Internal Medicine/Pediatrics	OKLAHOMA CITY	Oklahoma	U Oklahoma COM-OK City	1588700C0	7003932090
Internal Medicine	OKLAHOMA CITY	Oklahoma	U Oklahoma COM-OK City	1588140P0	1403921351
Internal Medicine	TULSA	Oklahoma	U Oklahoma COM-Tulsa	2727140C0	1403921352
Internal Medicine	TULSA	Oklahoma	U Oklahoma COM-Tulsa	2727140P0	1403921352
Internal Medicine	Rochester	New York	U Rochester/Strong Memorial-NY	1511140C1	1403511313
Internal Medicine	Rochester	New York	U Rochester/Strong Memorial-NY	1511140C0	1403511313
Internal Medicine/Pediatrics	ROCHESTER	New York	U Rochester/Strong Memorial-NY	1511700C0	7003532054
Internal Medicine	Rochester	New York	U Rochester/Strong Memorial-NY	1511140P0	1403511313
Internal Medicine	Rochester	New York	U Rochester/Strong Memorial-NY	1511140M0	1403511313
Internal Medicine	Rochester	New York	U Rochester/Strong Memorial-NY	1511140M1	1403511313
Internal Medicine	MOBILE	Alabama	U South Alabama Hospitals	1852140C0	1400111024
Internal Medicine/Pediatrics	MOBILE	Alabama	U South Alabama Hospitals	1852700C0	7000132085
Internal Medicine	MOBILE	Alabama	U South Alabama Hospitals	1852140P0	1400111024
Internal Medicine	Tampa	Florida	U South Florida Morsani COM-Tampa	1109140C0	1401121104
Internal Medicine	Tampa	Florida	U South Florida Morsani COM-Tampa	1109140P1	1401121104
Internal Medicine	Tampa	Florida	U South Florida Morsani COM-Tampa	1109140P3	1401121104
Internal Medicine	Tampa	Florida	U South Florida Morsani COM-Tampa	1109140P2	1401121104
Internal Medicine/Pediatrics	Tampa	Florida	U South Florida Morsani COM-Tampa	1109700C0	7001132125
Internal Medicine	Tampa	Florida	U South Florida Morsani COM-Tampa	1109140P0	1401121104
Internal Medicine	LOS ANGELES	California	U Southern California	1033140C0	1400521044
Internal Medicine/Pediatrics	LOS ANGELES	California	U Southern California	1033700C0	7000532005
Internal Medicine	Chattanooga	Tennessee	U Tennessee COM-Chattanooga	1689140C0	1404711407
Internal Medicine	KNOXVILLE	Tennessee	U Tennessee Grad SOM-Knoxville	1839140C0	1404711409
Internal Medicine	MEMPHIS	Tennessee	U Tennessee Health Sci Ctr-Memphis	1844140C0	1404721412
Internal Medicine	Memphis	Tennessee	U Tennessee Health Sci Ctr-Memphis	1844140P4	1404721412
Internal Medicine	MEMPHIS	Tennessee	U Tennessee Health Sci Ctr-Memphis	1844140P1	1404721412
Internal Medicine	Memphis	Tennessee	U Tennessee Health Sci Ctr-Memphis	1844140P2	1404721412
Internal Medicine/Pediatrics	MEMPHIS	Tennessee	U Tennessee Health Sci Ctr-Memphis	1844700C0	7004732071
Internal Medicine	MEMPHIS	Tennessee	U Tennessee Health Sci Ctr-Memphis	1844140P0	1404721412
Internal Medicine	San Antonio	Texas	U Texas HSC-San Antonio	1722140C4	1404821425
Internal Medicine	SAN ANTONIO	Texas	U Texas HSC-San Antonio	1722140C0	1404821425
Internal Medicine	San Antonio	Texas	U Texas HSC-San Antonio	1722140P4	1404821425
Internal Medicine	SAN ANTONIO	Texas	U Texas HSC-San Antonio	1722140P0	1404821425
Internal Medicine	Tyler	Texas	U Texas HSC-Tyler	3626140C1	1404800903
Internal Medicine	Galveston	Texas	U Texas Med Branch-Galveston	1714140C0	1404821421
Internal Medicine	Galveston	Texas	U Texas Med Branch-Galveston	1714140P4	1404821421
Internal Medicine	Galveston	Texas	U Texas Med Branch-Galveston	1714140P0	1404821421
Internal Medicine	HOUSTON	Texas	U Texas Med Sch-Houston	2923140C0	1404831423
Internal Medicine	HOUSTON	Texas	U Texas Med Sch-Houston	2923140P1	1404831423
Internal Medicine/Pediatrics	HOUSTON	Texas	U Texas Med Sch-Houston	2923700C0	7004814075
Internal Medicine	HOUSTON	Texas	U Texas Med Sch-Houston	2923140P0	1404831423
Internal Medicine	Harlingen	Texas	U Texas Rio Grande Valley	1825140C0	1404821524
Internal Medicine	Weslaco	Texas	U Texas Rio Grande Valley	1825140C2	1404800906
Internal Medicine	Dallas	Texas	U Texas Southwestern Med Sch-Dallas	2835140C0	1404821419
Internal Medicine	Dallas	Texas	U Texas Southwestern Med Sch-Dallas	2835140C4	1404821419
Internal Medicine	Dallas	Texas	U Texas Southwestern Med Sch-Dallas	2835140C3	1404821419
Internal Medicine/Pediatrics	Dallas	Texas	U Texas Southwestern Med Sch-Dallas	2835700C0	7004800114
Internal Medicine	Dallas	Texas	U Texas Southwestern Med Sch-Dallas	2835140P0	1404821419
Internal Medicine/Psychiatry	Dallas	Texas	U Texas Southwestern Med Sch-Dallas	2835715C0	7154800002
Internal Medicine	Austin	Texas	U Texas at Austin Dell Medical School	1793140C0	1404812415
Internal Medicine	Austin	Texas	U Texas at Austin Dell Medical School	1793140P0	1404812415
Internal Medicine	Austin	Texas	U Texas at Austin Dell Medical School	1793140M0	1404812415
Internal Medicine	Seattle	Washington	U Washington Affil Hosps	1918140C3	1405421434
Internal Medicine	SEATTLE	Washington	U Washington Affil Hosps	1918140C0	1405421434
Internal Medicine	SEATTLE	Washington	U Washington Affil Hosps	1918140M0	1405421434
Internal Medicine	Boise	Idaho	U Washington Boise-ID	1172140C0	1401512544
Internal Medicine	BOISE	Idaho	U Washington Boise-ID	1172140P1	1401512544
Internal Medicine	Soldotna	Alaska	U Washington Soldotna-AK	2397140M0	1400200001
Internal Medicine	Madison	Wisconsin	U Wisconsin Hospital and Clinics	1779140C1	1405621443
Internal Medicine	MADISON	Wisconsin	U Wisconsin Hospital and Clinics	1779140C0	1405621443
Internal Medicine	Madison	Wisconsin	U Wisconsin Hospital and Clinics	1779140C4	1405621443
Internal Medicine	Madison	Wisconsin	U Wisconsin Hospital and Clinics	1779140C2	1405621443
Internal Medicine	Madison	Wisconsin	U Wisconsin Hospital and Clinics	1779140C3	1405621443
Internal Medicine	Madison	Wisconsin	U Wisconsin Hospital and Clinics	1779140P3	1405621443
Internal Medicine	Madison	Wisconsin	U Wisconsin Hospital and Clinics	1779140P1	1405621443
Internal Medicine	Madison	Wisconsin	U Wisconsin Hospital and Clinics	1779140P2	1405621443
Internal Medicine	MADISON	Wisconsin	U Wisconsin Hospital and Clinics	1779140M0	1405621443
Internal Medicine	Fayetteville	Arkansas	UAMS Regional Centers-AR	1582140C0	1400400003
Internal Medicine	Sacramento	California	UC Davis Med Ctr-CA	1046140C0	1400521032
Internal Medicine	Sacramento	California	UC Davis Med Ctr-CA	1046140M1	1400521032
Internal Medicine	Sacramento	California	UC Davis Med Ctr-CA	1046140P0	1400521032
Internal Medicine	Sacramento	California	UC Davis Med Ctr-CA	1046140M0	1400521032
Internal Medicine/Psychiatry	SACRAMENTO	California	UC Davis Med Ctr-CA	1046715C1	7150544032
Internal Medicine	ORANGE	California	UC Irvine Med Ctr-CA	1043140C0	1400521036
Internal Medicine	ORANGE	California	UC Irvine Med Ctr-CA	1043140P1	1400521036
Internal Medicine	Orange	California	UC Irvine Med Ctr-CA	1043140P3	1400521036
Internal Medicine	ORANGE	California	UC Irvine Med Ctr-CA	1043140P0	1400521036
Internal Medicine	San Bernardino	California	UC Riverside SOM-CA	1522140C1	1400500001
Internal Medicine	San Bernardino	California	UC Riverside SOM-CA	1522140P0	1400500001
Internal Medicine	San Diego	California	UC San Diego Med Ctr-CA	1049140C2	1400521058
Internal Medicine	SAN DIEGO	California	UC San Diego Med Ctr-CA	1049140C1	1400521058
Internal Medicine	SAN DIEGO	California	UC San Diego Med Ctr-CA	1049140C0	1400521058
Internal Medicine/Pediatrics	SAN DIEGO	California	UC San Diego Med Ctr-CA	1049700C0	7000514099
Internal Medicine	San Diego	California	UC San Diego Med Ctr-CA	1049140M0	1400521058
Internal Medicine	SAN FRANCISCO	California	UC San Francisco-CA	1062140C0	1400521064
Internal Medicine	San Francisco	California	UC San Francisco-CA	1062140M1	1400521064
Internal Medicine	SAN FRANCISCO	California	UC San Francisco-CA	1062140M0	1400521064
Internal Medicine	FRESNO	California	UC San Francisco-Fresno-CA	1022140C0	1400531033
Internal Medicine	Los Angeles	California	UCLA Med Ctr-CA	1956140C1	1400511046
Internal Medicine	LOS ANGELES	California	UCLA Med Ctr-CA	1956140C0	1400511046
Internal Medicine	Los Angeles	California	UCLA Med Ctr-CA	1956140P1	1400511046
Internal Medicine	Los Angeles	California	UCLA Med Ctr-CA	1956140M1	1400511046
Internal Medicine/Pediatrics	LOS ANGELES	California	UCLA Med Ctr-CA	1956700C0	7000532130
Internal Medicine	LOS ANGELES	California	UCLA Med Ctr-CA	1956140M0	1400511046
Internal Medicine	Johnson City	New York	UHS-Wilson Med Ctr-NY	1452140C0	1403531255
Internal Medicine	Johnson City	New York	UHS-Wilson Med Ctr-NY	1452140P0	1403531255
Internal Medicine	Springfield	Massachusetts	UMass Chan - Baystate-MA	1286140C0	1402411181
Internal Medicine/Pediatrics	Springfield	Massachusetts	UMass Chan - Baystate-MA	1286700C0	7002432024
Internal Medicine	Springfield	Massachusetts	UMass Chan - Baystate-MA	1286140M0	1402411181
Internal Medicine	WORCESTER	Massachusetts	UMass Chan Medical School-MA	3050140C0	1402421184
Internal Medicine	WORCESTER	Massachusetts	UMass Chan Medical School-MA	3050140P1	1402421184
Internal Medicine/Pediatrics	WORCESTER	Massachusetts	UMass Chan Medical School-MA	3050700C0	7002432111
Internal Medicine	WORCESTER	Massachusetts	UMass Chan Medical School-MA	3050140P0	1402421184
Internal Medicine	Worcester	Massachusetts	UMass Chan Medical School-MA	3050140M0	1402421184
Internal Medicine	Morganton	North Carolina	UNC Health Blue Ridge-NC	1914140C0	1403600326
Internal Medicine	Harrisburg	Pennsylvania	UPMC Harrisburg-PA	1615140C0	1404111365
Internal Medicine	Harrisburg	Pennsylvania	UPMC Harrisburg-PA	1615140C1	1404111365
Internal Medicine	HARRISBURG	Pennsylvania	UPMC Harrisburg-PA	1615140P0	1404111365
Internal Medicine	Lititz	Pennsylvania	UPMC Lititz-PA	2173140C0	1404100901
Internal Medicine	MCKEESPORT	Pennsylvania	UPMC McKeesport-PA	1620140C0	1404121368
Internal Medicine	PITTSBURGH	Pennsylvania	UPMC Medical Education-PA	1652140C4	1404121504
Internal Medicine	Pittsburgh	Pennsylvania	UPMC Medical Education-PA	1652140C5	1404121504
Internal Medicine	PITTSBURGH	Pennsylvania	UPMC Medical Education-PA	1652140C3	1404121504
Internal Medicine	PITTSBURGH	Pennsylvania	UPMC Medical Education-PA	1652140C2	1404121504
Internal Medicine	PITTSBURGH	Pennsylvania	UPMC Medical Education-PA	1652140C1	1404121504
Internal Medicine	PITTSBURGH	Pennsylvania	UPMC Medical Education-PA	1652140C0	1404121504
Internal Medicine/Pediatrics	PITTSBURGH	Pennsylvania	UPMC Medical Education-PA	1652700C0	7004114128
Internal Medicine	PITTSBURGH	Pennsylvania	UPMC Medical Education-PA	1652140P0	1404121504
Internal Medicine	Pittsburgh	Pennsylvania	UPMC Mercy Hospital-PA	1649140C0	1404111385
Internal Medicine	NASHVILLE	Tennessee	UT Ascension St Thomas-TN	1699140C0	1404721478
Internal Medicine	Nashville	Tennessee	UT Ascension St Thomas-TN	1699140P1	1404721478
Internal Medicine	NASHVILLE	Tennessee	UT Ascension St Thomas-TN	1699140P0	1404721478
Internal Medicine	Searcy	Arkansas	Unity Health-AR	2104140C0	1400400927
Internal Medicine	Bayamon	Puerto Rico	Univ Central del Caribe SOM-PR	1775140C0	1404212452
Internal Medicine	Bayamon	Puerto Rico	Univ Central del Caribe SOM-PR	1775140P0	1404212452
Internal Medicine	Parma	Ohio	Univ Hosps Community Consortium-OH	2189140C0	1403800542
Internal Medicine	Chardon	Ohio	Univ Hosps Community Consortium-OH	2189140C1	1403800541
Internal Medicine	Westlake	Ohio	Univ Hosps Community Consortium-OH	2189140C2	1403800540
Internal Medicine	CHICAGO	Illinois	Univ of Chicago Med Ctr-IL	1160140C1	1401611123
Internal Medicine	CHICAGO	Illinois	Univ of Chicago Med Ctr-IL	1160140C0	1401611123
Internal Medicine	CHICAGO	Illinois	Univ of Chicago Med Ctr-IL	1160140C2	1401631125
Internal Medicine	Evanston	Illinois	Univ of Chicago Med Ctr-IL	1160140P7	1401631125
Internal Medicine	Chicago	Illinois	Univ of Chicago Med Ctr-IL	1160140P5	1401611123
Internal Medicine	CHICAGO	Illinois	Univ of Chicago Med Ctr-IL	1160140P3	1401631125
Internal Medicine	CHICAGO	Illinois	Univ of Chicago Med Ctr-IL	1160140P2	1401631125
Internal Medicine/Pediatrics	CHICAGO	Illinois	Univ of Chicago Med Ctr-IL	1160700C0	7001614012
Internal Medicine	CHICAGO	Illinois	Univ of Chicago Med Ctr-IL	1160140P0	1401611123
Internal Medicine	KANSAS CITY	Missouri	Univ of Missouri-KC Programs	1343140C0	1402831214
Internal Medicine/Pediatrics	KANSAS CITY	Missouri	Univ of Missouri-KC Programs	1343700C0	7002832036
Internal Medicine	KANSAS CITY	Missouri	Univ of Missouri-KC Programs	1343140P0	1402831214
Internal Medicine	SAN JUAN	Puerto Rico	Univ of Puerto Rico	1116140C0	1404221397
Internal Medicine/Pediatrics	San Juan	Puerto Rico	Univ of Puerto Rico	1116700C0	7004232145
Internal Medicine	SAN JUAN	Puerto Rico	Univ of Puerto Rico	1116140P0	1404221397
Internal Medicine	SIOUX FALLS	South Dakota	Univ of South Dakota SSOM	2805140C0	1404621406
Internal Medicine	SIOUX FALLS	South Dakota	Univ of South Dakota SSOM	2805140P0	1404621406
Internal Medicine	BURLINGTON	Vermont	Univ of Vermont Medical Center	1734140C0	1405021429
Internal Medicine	BURLINGTON	Vermont	Univ of Vermont Medical Center	1734140P0	1405021429
Internal Medicine	BURLINGTON	Vermont	Univ of Vermont Medical Center	1734140P2	1405021429
Internal Medicine	BURLINGTON	Vermont	Univ of Vermont Medical Center	1734140M0	1405021429
Internal Medicine	COLUMBIA	Missouri	University Hosps-Columbia-MO	1994140C0	1402821210
Internal Medicine/Pediatrics	COLUMBIA	Missouri	University Hosps-Columbia-MO	1994700C0	7002832126
Internal Medicine	COLUMBIA	Missouri	University Hosps-Columbia-MO	1994140P0	1402821210
Internal Medicine	JACKSON	Mississippi	University Hosps-Jackson-MS	1957140C0	1402721209
Internal Medicine	JACKSON	Mississippi	University Hosps-Jackson-MS	1957140P4	1402721209
Internal Medicine	JACKSON	Mississippi	University Hosps-Jackson-MS	1957140P2	1402721209
Internal Medicine	JACKSON	Mississippi	University Hosps-Jackson-MS	1957140P6	1402721209
Internal Medicine	JACKSON	Mississippi	University Hosps-Jackson-MS	1957140P5	1402721209
Internal Medicine/Pediatrics	JACKSON	Mississippi	University Hosps-Jackson-MS	1957700C0	7002714035
Internal Medicine	JACKSON	Mississippi	University Hosps-Jackson-MS	1957140P0	1402721209
Internal Medicine	JACKSON	Mississippi	University Hosps-Jackson-MS	1957140M0	1402721209
Internal Medicine	BUFFALO	New York	University at Buffalo SOM-NY	3099140C5	1403521251
Internal Medicine	BUFFALO	New York	University at Buffalo SOM-NY	3099140C0	1403531252
Internal Medicine	Buffalo	New York	University at Buffalo SOM-NY	3099140P6	1403531252
Internal Medicine	BUFFALO	New York	University at Buffalo SOM-NY	3099140P4	1403521251
Internal Medicine/Pediatrics	BUFFALO	New York	University at Buffalo SOM-NY	3099700C0	7003532049
Internal Medicine	BUFFALO	New York	University at Buffalo SOM-NY	3099140P1	1403531252
Internal Medicine	Honolulu	Hawaii	University of Hawaii	3350140C0	1401421109
Internal Medicine	Honolulu	Hawaii	University of Hawaii	3350140P0	1401421109
Internal Medicine	Honolulu	Hawaii	University of Hawaii	3350140M1	1401400001
Internal Medicine	OMAHA	Nebraska	University of Nebraska Med Ctr	1376140C0	1403021224
Internal Medicine	OMAHA	Nebraska	University of Nebraska Med Ctr	1376140C1	1403021224
Internal Medicine/Pediatrics	OMAHA	Nebraska	University of Nebraska Med Ctr	1376700C0	7003014136
Internal Medicine	OMAHA	Nebraska	University of Nebraska Med Ctr	1376140P0	1403021224
Internal Medicine	Omaha	Nebraska	University of Nebraska Med Ctr	1376140M0	1403021224
